subset,parameter,volume_method,linear_a,linear_b,linear_r2,linear_rmse,linear_rrmse,exponential_a,exponential_b,exponential_c,exponential_r2,exponential_rmse,exponential_rrmse,power_a,power_b,power_c,power_r2,power_rmse,power_rrmse,log_a,log_b,log_c,log_r2,log_rmse,log_rrmse,poly2deg_a,poly2deg_b,poly2deg_c,poly2deg_r2,poly2deg_rmse,poly2deg_rrmse,best_r2,best_rmse,best_rrmse,best_equation
tomato,leaf_no,voxel_vol_002,811354.5667026031,-289.62324266574063,0.7566102204992783,257.2045325813715,0.6753307307087774,235.47149262108624,-1071.7618499964476,-297.744763587552,0.6428954011571002,311.54814561520953,0.8180183868366342,8067594960.182712,1.582448453038466,1294820.5061070048,0.6883441085076837,291.04833530149654,0.764192928398528,7166593.415361914,0.11424140780330479,-289.6407379592136,0.7565745798665453,257.2233636858202,0.6753801747189577,460466648.57098293,-133797.31770163198,21.3412576426821,0.8919461351907318,171.37505279465796,0.4499720065876241,0.8919461351907318,171.37505279465796,0.4499720065876241,poly2deg
tomato,leaf_no,voxel_vol_001,5529119.119309067,-392.2249974864111,0.4225830716375669,396.16144317698723,1.0401838342981662,48.286118116174826,-14904.714286021406,-52.16683252098405,-10.891501194284485,1797.8182757954328,4.72045308723482,1.8976278060172413e+37,3.9396238285520853,55.10989540293718,-6.7938080534013485,1455.4667950471392,3.821555725930223,5621468.283314256,1.025949418196103,-392.2458869621622,0.4225163035406275,396.18434706128664,1.0402439720288847,31979466672.563396,-3958233.714955792,135.77608121175479,0.6952019862110579,287.82831505817563,0.7557382615931094,0.6952019862110579,287.82831505817563,0.7557382615931094,poly2deg
tomato,shoot_biomass,convh_vol,213.3069681526445,3.589999454026472,0.8694227113719448,41.43646450493556,0.44058244770530486,432272.63090790913,-0.02744428505567669,-432268.38401817,0.8561921007464762,43.48507673073049,0.46236477396367176,226.89850564107465,0.887193498259865,-5.853969121971384,0.8137014435225116,49.49412086782653,0.526257275554285,84233.69418134,0.3283448147580424,-2.1835959226111705,0.7837987342889247,53.31850770249532,0.5669209212760289,-17.869334705288676,239.0465142431267,-0.16889619604682346,0.6412882941082478,68.67863332643431,0.7302408817338025,0.8694227113719448,41.43646450493556,0.44058244770530486,linear
tomato,shoot_biomass,voxel_vol_002,176172.22752258595,-51.509344008552034,0.7020993241951509,62.58706902752692,0.6654709661236715,57.023171483343155,-1004.7068504002857,-59.612333541483245,0.8236939478076709,48.14846876802039,0.5119493295705789,167232273.824321,2.0287589394703316,7.832520132885024,0.8010375084221504,51.14868527717028,0.5438498005455984,1428291.6010142113,0.128250344650187,-51.51479681376711,0.7020587594267389,62.59133008455939,0.6655162727626333,81214548.46097103,8024.547602474827,4.1623410097190225,0.8114973733057924,49.786038749343575,0.5293611575168112,0.8236939478076709,48.14846876802039,0.5119493295705789,exponential
tomato,shoot_biomass,voxel_vol_02,979.6089743539463,1.708898720539001,0.7470427557953296,57.67298505049533,0.613220872572082,64818.29004379089,-1.1460970984646763,-64810.77177468303,0.6983944489802656,62.975052013329666,0.669596281726614,992.3077119517703,0.9965262318774649,0.27339302924013875,0.6611379819592857,66.75139037292965,0.7097490413240893,421585.1005107244,0.831590917860737,-0.14372410045168982,0.6708966237054419,65.7832064813847,0.6994546102266941,241.73864228089465,889.128431938651,4.849638753959819,0.604131705780768,72.14798885708042,0.7671295779561825,0.7470427557953296,57.67298505049533,0.613220872572082,linear
tomato,shoot_biomass,voxel_vol_01,2953.840809748022,0.6906795200596597,0.7368881873085147,58.819190467046006,0.6254081572265637,47484.671706769106,-6.04899633939551,-47474.01572375315,0.6826096970589979,64.60196030558487,0.6868947468866539,4382.508930028308,1.1199945407162282,6.403605299610784,0.6341207446937323,69.36138602219407,0.7375004020010155,623906.6450956111,1.7647494510059498,-0.478382362880637,0.6701735632526757,65.85543171699119,0.7002225611479367,5685.02361661324,2304.0932443627585,7.953985893239632,0.6142879348606208,71.21647631108604,0.7572250631167584,0.7368881873085147,58.819190467046006,0.6254081572265637,linear
tomato,shoot_biomass,voxel_vol_005,13572.679251155982,-11.212237865248468,0.7366030693260928,58.85105119564393,0.6257469235271895,16280.687615626783,-56.56368490440106,-16270.16643266298,0.7085905800343847,61.90142729380837,0.658180727516209,215328.59268690506,1.5482600837066498,14.412656506885401,0.6736385399018707,65.50859777666278,0.6965347719457724,943118.0793338931,0.9046631975286348,-11.42216597841885,0.720578534119805,60.61481067272677,0.6445004894228519,314842.0966095021,6041.7848654157815,9.202910197008407,0.7015093559953514,62.64901268876205,0.6661295959129855,0.7366030693260928,58.85105119564393,0.6257469235271895,linear
tomato,shoot_biomass,voxel_vol_001,1195679.0095265475,-73.10413428480491,0.37659062446336944,90.53896684085376,0.9626757519020823,8.048377131281466,-14537.054690274192,8.505807292736177,0.5979871148499272,72.70576631231312,0.7730602711134617,3.413099359648621e+21,3.923195803578754,28.33665028034496,0.47988950103571526,82.69831864738747,0.8793083117996071,1147514.9644004009,1.135008098965278,-73.1100533231803,0.37655312618292347,90.54168977433152,0.9627047040994018,5970301069.783349,-586270.5647708211,26.30337730270426,0.5069310742612061,80.51979977417159,0.8561447241479789,0.5979871148499272,72.70576631231312,0.7730602711134617,exponential
tomato,shoot_no,convh_vol,48.59046486288206,1.273804721971981,0.9540242417018312,5.440065636763656,0.24889189187807575,136836.53726392798,-0.0003972322304110105,-136835.2609795262,0.9539803457278284,5.442662005123182,0.24901067997295603,50.978640037157085,0.9172388981557056,-0.25146957164405165,0.9480206312576283,5.784358341115425,0.26464384567194754,489.3996209004844,0.22374581238220934,0.06229594872101868,0.9469578642564918,5.843192451932967,0.26733560237601806,-4.479568374404559,55.896918789728325,0.14370484973227068,0.9468986859506874,5.846451123840556,0.2674846919404176,0.9540242417018312,5.440065636763656,0.24889189187807575,linear
tomato,shoot_no,voxel_vol_02,223.64074859493107,0.7781309129000328,0.8838895556983815,8.645205730153597,0.3955322883076809,1165.8074154435562,-1.5291186964463968,-1163.2161963079468,0.8733735884896505,9.028213877920042,0.41305553689830254,247.8367919603624,20.729680749749384,14.943938458230331,0.3818206656320182,19.947888428634116,0.9126484901989464,164651.230528683,0.0027099133209812468,0.7750411727803733,0.883732029666319,8.651068180234974,0.3958005049780707,153.8556999546839,171.74588325425728,2.507251196984009,0.8742880478604113,8.995555231737514,0.41156135047165093,0.8838895556983815,8.645205730153597,0.3955322883076809,linear
tomato,shoot_no,voxel_vol_002,39484.400226335776,-10.763098999460643,0.7628736565530003,12.354625671500298,0.5652443117679875,13.7129759898759,-971.6927232423201,-14.022153885942334,0.8279731669055103,10.52295677257178,0.4814424667189703,26538321.979296416,2.02470481877634,2.4207360288049387,0.8795730547467215,8.804435663443014,0.4028173179353013,328944.10267154983,0.12275833459975631,-10.764057654150164,0.7628266871304097,12.355849198361394,0.5653002901211095,18963478.829335842,469.68633415088055,2.096107632165943,0.8833451519270688,8.665449295402418,0.39645846449553546,0.8833451519270688,8.665449295402418,0.39645846449553546,poly2deg
tomato,shoot_no,voxel_vol_005,3057.2022111883116,-1.85269133195063,0.8244007290855738,10.631659117467937,0.4864157766161801,23.693488975505364,-60.34598102669384,-20.484512564717345,0.8803141332706229,8.777303665880961,0.401575984713508,7394.266353999477,1191.4969540073623,21.85714298890984,-0.15976331495162444,27.322747761574718,1.2500603551047256,264999.26615276496,0.01192746524898334,-1.8534696825561174,0.8243700558714278,10.632587631907375,0.4864582576689649,86897.9536896825,1007.9670617678532,3.6574057331522494,0.878106390385068,8.857887458176803,0.405262824883906,0.8803141332706229,8.777303665880961,0.401575984713508,exponential
tomato,shoot_no,voxel_vol_01,672.7193057620361,0.5970198521942954,0.8635393982097282,9.37223846790753,0.42879522402191317,74.92978019131647,-7.054019482873124,-71.69712266973168,0.86739669030451,9.238827771637954,0.42269146667624624,932.5877884323817,123.39844694548579,21.857142917175985,-0.15976330988872345,27.32274770193653,1.250060352376181,208000.36037039882,0.0034805444098388026,0.5958086829829254,0.8635015980950139,9.373536451187356,0.42885460887785287,2164.719130007027,435.31477075777565,3.2034652831450194,0.8668814611701704,9.256759067475995,0.42351185276033965,0.86739669030451,9.238827771637954,0.42269146667624624,exponential
tomato,shoot_no,voxel_vol_001,269915.92627589183,-15.873142333524243,0.4359900688922942,19.053864162736204,0.8717454192101531,2.5113537177317267,-14477.92789277215,0.6562260268735445,-5.5690433477438965,65.02655599299416,2.9750711892219552,7.285902444061648e+35,3.9260128365986255,6.2215811218689065,-5.1745779601490325,63.043937293045076,2.884363144126245,252886.1551137441,1.130987459311593,-15.874158150693797,0.4359251173170048,19.054961255886987,0.8717956130144373,1465310348.8798826,-165888.9573139416,8.388633500122552,0.6434738908909348,15.14904860446993,0.6930937270018922,0.6434738908909348,15.14904860446993,0.6930937270018922,poly2deg
watermelon,aboveground_veg_biomass,voxel_vol_02,2057.013245153824,-6.588237067751038,0.9831769342057115,36.120652403067076,0.16166067269258208,382956.6265938716,-0.14151406463181176,-382962.5738430704,0.9799572235295084,39.425930827824665,0.1764536926973154,2030.6853439343927,0.9879450802235624,-7.849771558821422,0.9704170398540045,47.89871122619513,0.2143742530319562,483437.05170435907,0.8703138262638539,-8.13309956382605,0.9523438446309106,60.79425147576586,0.2720892048057192,-691.0367679950724,2220.9059045498666,-7.687032945897793,0.7721661959370137,132.9266607153364,0.5949231799643583,0.9831769342057115,36.120652403067076,0.16166067269258208,linear
watermelon,aboveground_veg_biomass,convh_vol,284.24158656381053,13.959457834527598,0.9488271908104706,62.997402561905616,0.2819495717407999,2062809.3240255278,-0.00014193749408170732,-2062795.3576219673,0.9488130555359314,63.006102730111955,0.28198850999222125,384.6211430531079,0.6622105697198766,-19.49735924438773,0.9431132855944797,66.42146338174321,0.29727421121016495,644.6107877556333,1.2461087900978272,-3.106432732453001,0.9230879322684492,77.23252928129476,0.345659942628929,-52.03890109430201,401.0905133123323,1.6336047285054165,0.8342836446694427,113.3667511028231,0.5073813462654602,0.9488271908104706,62.997402561905616,0.2819495717407999,linear
