plot_id,date_dir,trial_dir,date,sample_id,species,scan_level,plants_per_group,group_proportion,s_priority,trial,npts,nnd,ch_vol,npts_vol
03,Sampling_09_07_2023,Garden_Plots,09_07_2023,gp_03_09_07_2023,tomato,plant,1,1.0,2,Garden_Plots,220267,0.0012898344185057228,0.2650938630726996,830901.9207268248
03,Sampling_09_20_2023,Garden_Plots,09_20_2023,gp_03_09_20_2023,tomato,plant,1,1.0,4,Garden_Plots,232083,0.001216542247578179,0.31365003637692085,739942.52537277
03,Sampling_10_04_2023,Garden_Plots,10_04_2023,gp_03_10_04_2023,tomato,plant,1,1.0,3,Garden_Plots,212550,0.0012595091073247,0.4097929063311527,518676.6210839161
04,Sampling_06_24_2023,Garden_Plots,06_24_2023,gp_04_06_24_2023,tomato,plant,1,1.0,4,Garden_Plots,369059,0.0006106812499554835,0.15327542250493076,2407815.904002011
04,Sampling_08_02_2023,Garden_Plots,08_02_2023,gp_04_08_02_2023,tomato,plant,1,1.0,4,Garden_Plots,138477,0.0010983531647964827,0.332064367060075,417018.5474159822
04,Sampling_08_12_2023,Garden_Plots,08_12_2023,gp_04_08_12_2023,tomato,plant,1,1.0,4,Garden_Plots,152930,0.0012614151773557337,0.22868800162772301,668727.6941137994
04,Sampling_08_25_2023,Garden_Plots,08_25_2023,gp_04_08_25_2023,tomato,plant,1,1.0,4,Garden_Plots,147984,0.0013809439647300386,0.24790543260268819,596937.3016410263
04,Sampling_09_07_2023,Garden_Plots,09_07_2023,gp_04_09_07_2023,tomato,plant,1,1.0,4,Garden_Plots,192039,0.0013205124910310125,0.2690235480140312,713837.1396023072
04,Sampling_09_20_2023,Garden_Plots,09_20_2023,gp_04_09_20_2023,tomato,plant,1,1.0,2,Garden_Plots,198898,0.0012932850357139987,0.3197362531823925,622068.9647180524
04,Sampling_10_04_2023,Garden_Plots,10_04_2023,gp_04_10_04_2023,tomato,plant,1,1.0,4,Garden_Plots,196205,0.0013871086527611689,0.3509563212103193,559058.1737447017
05,Sampling_06_24_2023,Garden_Plots,06_24_2023,gp_05_06_24_2023,tomato,plant,1,1.0,3,Garden_Plots,251776,0.000727826888610809,0.18460163042041036,1363888.2789204365
05,Sampling_08_02_2023,Garden_Plots,08_02_2023,gp_05_08_02_2023,tomato,plant,1,1.0,1,Garden_Plots,162790,0.0011928535711415425,0.37283439797746654,436628.1675808216
05,Sampling_08_12_2023,Garden_Plots,08_12_2023,gp_05_08_12_2023,tomato,plant,1,1.0,2,Garden_Plots,166899,0.0014120675037186654,0.43541580183642015,383309.469468225
05,Sampling_08_25_2023,Garden_Plots,08_25_2023,gp_05_08_25_2023,tomato,plant,1,1.0,4,Garden_Plots,200363,0.0013540041422116025,0.4714989951605392,424948.9438079906
