x,y,a,b,r2,rmse
ch_vol,nnd,2.1999703250690468,0.3914182259943563,0.8836732616402154,0.4209217473429475
npts_vol,nnd,498.0950197624609,-0.4395420679864214,0.9423949141495661,0.2731876478977394
