sample_id,sampling_age,aboveground_veg_biomass,voxel_vol_02,voxel_vol_01,voxel_vol_005,voxel_vol_002,voxel_vol_001,convh_vol,predicted_aboveground_veg_biomass,error_aboveground_veg_biomass,abs_error_aboveground_veg_biomass,perc_error_aboveground_veg_biomass,relative_residuals_aboveground_veg_biomass,parameter,species,leaf_biomass,predicted_leaf_biomass,error_leaf_biomass,abs_error_leaf_biomass,perc_error_leaf_biomass,relative_residuals_leaf_biomass,leaf_no,predicted_leaf_no,error_leaf_no,abs_error_leaf_no,perc_error_leaf_no,relative_residuals_leaf_no,shoot_biomass,predicted_shoot_biomass,error_shoot_biomass,abs_error_shoot_biomass,perc_error_shoot_biomass,relative_residuals_shoot_biomass,shoot_no,predicted_shoot_no,error_shoot_no,abs_error_shoot_no,perc_error_shoot_no,relative_residuals_shoot_no
gp_21_07_07_2023,2,13.41,0.014952,0.006696,0.00278125,0.000762648,0.000191158,0.0577180933033737,22.154778615722243,-8.744778615722243,8.744778615722243,65.21087707473708,-65.21087707473708,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_09_06_24_2023,5,64.0,0.03436,0.013748,0.0053375,0.001041384,0.000169687,0.1560868389702716,59.91309075367751,4.086909246322492,4.086909246322492,6.385795697378893,6.385795697378893,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_07_08_02_2023,10,219.85,0.053576,0.020124,0.00706125,0.001026576,0.000147243,0.4228153726050866,162.29539888217806,57.55460111782193,57.55460111782193,26.179031666055007,26.179031666055007,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_05_09_01_2023,15,355.79,0.157472,0.066965,0.019798125,0.001625936,0.000220537,0.6720540174625702,257.9643075946807,97.82569240531933,97.82569240531933,27.495346245065722,27.495346245065722,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_18_07_07_2023,2,17.94,0.028792,0.014196,0.006751,0.001837696,0.000369314,0.092717238240428,35.589011512925225,-17.649011512925224,17.649011512925224,98.37799059601574,-98.37799059601574,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_17_08_02_2023,5,66.55,0.088488,0.040083,0.012024625,0.000996312,0.000133718,0.3276731068458592,125.7755536437927,-59.22555364379271,59.22555364379271,88.99407008834366,-88.99407008834368,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_19_09_01_2023,10,419.69,0.305288,0.120942,0.025598,0.001944512,0.000256397,1.3089036159240488,502.41558895052134,-82.72558895052134,82.72558895052134,19.711117479692476,-19.711117479692472,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_20_10_02_2023,15,724.07,0.359496,0.142809,0.030379875,0.002315016,0.000304015,1.7797394403435791,683.1433791000971,40.9266208999029,40.9266208999029,5.652301697336293,5.652301697336293,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_02_06_24_2023,5,40.44,0.034624,0.014652,0.0060865,0.00136908,0.000241837,0.1801642664344003,69.15508134231503,-28.71508134231503,28.71508134231503,71.00663042115488,-71.00663042115487,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_08_08_02_2023,10,142.89,0.080904,0.035897,0.010725375,0.000891576,0.00011944,0.239007681956809,91.74180881856238,51.14819118143761,51.14819118143761,35.795500861808115,35.795500861808115,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_06_09_01_2023,15,199.18,0.15532,0.06691,0.016718375,0.001310328,0.000175346,0.6252446914343908,239.99680042401567,-40.81680042401567,40.81680042401567,20.49241913044265,-20.49241913044265,aboveground_veg_biomass,tomato,,,,,,,,,,,,,,,,,,,,,,,,
gp_21_07_07_2023,2,,0.014952,0.006696,0.00278125,0.000762648,0.000191158,0.0577180933033737,,,,,,leaf_biomass,tomato,7.01,9.635084350068986,-2.6250843500689864,2.6250843500689864,37.44770827487856,-37.44770827487855,,,,,,,,,,,,,,,,,,
gp_09_06_24_2023,5,,0.03436,0.013748,0.0053375,0.001041384,0.000169687,0.1560868389702716,,,,,,leaf_biomass,tomato,26.96,26.056125095980885,0.9038749040191156,0.9038749040191156,3.3526517211391527,3.3526517211391527,,,,,,,,,,,,,,,,,,
gp_07_08_02_2023,10,,0.053576,0.020124,0.00706125,0.001026576,0.000147243,0.4228153726050866,,,,,,leaf_biomass,tomato,72.33,70.58205748660333,1.7479425133966657,1.7479425133966657,2.4166217522420377,2.4166217522420377,,,,,,,,,,,,,,,,,,
gp_05_09_01_2023,15,,0.157472,0.066965,0.019798125,0.001625936,0.000220537,0.6720540174625702,,,,,,leaf_biomass,tomato,144.4,112.18834121944408,32.21165878055592,32.21165878055592,22.30724292282266,22.30724292282266,,,,,,,,,,,,,,,,,,
gp_18_07_07_2023,2,,0.028792,0.014196,0.006751,0.001837696,0.000369314,0.092717238240428,,,,,,leaf_biomass,tomato,8.79,15.477614730903605,-6.687614730903606,6.687614730903606,76.08207884987038,-76.08207884987038,,,,,,,,,,,,,,,,,,
gp_17_08_02_2023,5,,0.088488,0.040083,0.012024625,0.000996312,0.000133718,0.3276731068458592,,,,,,leaf_biomass,tomato,31.54,54.69962438146723,-23.159624381467232,23.159624381467232,73.42937343521633,-73.42937343521635,,,,,,,,,,,,,,,,,,
gp_19_09_01_2023,10,,0.305288,0.120942,0.025598,0.001944512,0.000256397,1.3089036159240488,,,,,,leaf_biomass,tomato,197.67,218.49988493645122,-20.829884936451236,20.829884936451236,10.53770675188508,-10.537706751885079,,,,,,,,,,,,,,,,,,
gp_20_10_02_2023,15,,0.359496,0.142809,0.030379875,0.002315016,0.000304015,1.7797394403435791,,,,,,leaf_biomass,tomato,315.53,297.098165365983,18.43183463401698,18.43183463401698,5.841547438917688,5.841547438917688,,,,,,,,,,,,,,,,,,
gp_02_06_24_2023,5,,0.034624,0.014652,0.0060865,0.00136908,0.000241837,0.1801642664344003,,,,,,leaf_biomass,tomato,17.23,30.07545475973448,-12.84545475973448,12.84545475973448,74.55284248249842,-74.55284248249843,,,,,,,,,,,,,,,,,,
